id,name,modes,routes,nameLength,stop_lat,stop_lon
3204,8th St & Bryant St,,,,37.772447,-122.406932
3205,8th St & Folsom St,,,,37.774767,-122.409922
3206,8th St & Harrison St,,,,37.773536,-122.408376
3208,8th St & Mission St,,,,37.77724,-122.413027
3209,8th St & Market St,,,,37.778498,-122.414597
3211,9th Ave & Irving St,,,,37.764288,-122.466241
3213,9th Ave & Irving St,,,,37.763797,-122.46639
3214,9th Ave & Judah St,,,,37.762093,-122.46608
3215,9th Ave & Judah St,,,,37.76204,-122.466241
3216,9th Ave & Kirkham St,,,,37.760407,-122.466149
3217,9th Ave & Kirkham St,,,,37.760237,-122.465954
3218,9th Ave & Lawton St,,,,37.758533,-122.466022
3219,9th Ave & Lawton St,,,,37.758364,-122.465827
3220,9th Ave & Lincoln Way,,,,37.76585,-122.466345
3221,9th Ave & Lincoln Way,,,,37.765689,-122.466517
3222,9th Ave & Moraga St,,,,37.756677,-122.465884
3223,9th Ave & Moraga St,,,,37.756508,-122.465689
3224,9th Ave & Noriega St,,,,37.754804,-122.465758
3225,9th Ave & Noriega St,,,,37.754634,-122.465551
3226,9th Ave & Ortega St,,,,37.752939,-122.465631
3229,9th St & Avenue H,,,,37.825196,-122.370063
3230,10th Ave & Ortega St,,,,37.752724,-122.466502
3231,10th Ave & Pacheco St,,,,37.75086,-122.466376
3232,10th Ave & Pacheco St,,,,37.750699,-122.466547
3233,10th Ave & Quintara St,,,,37.749325,-122.466261
3234,10th Ave & Quintara St,,,,37.749164,-122.466432
3235,11th St & Bryant St,,,,37.769807,-122.4113
3238,11th St & Harrison St,,,,37.770691,-122.412526
3239,11th St & Harrison St,,,,37.770557,-122.412492
3240,11th St & Howard St,,,,37.77333,-122.41573
3241,11th St & Howard St,,,,37.77283,-122.41538
3243,11th St & Mission St,,,,37.774038,-122.416891
3244,11th St & Market St,,,,37.7755,-122.41852
3245,11th St & Market St,,,,37.775368,-122.418575
3247,14th Ave & Quintara St,,,,37.748878,-122.470706
3248,14th Ave & Santiago St,,,,37.74503,-122.4703
3249,14th Ave & Taraval St,,,,37.7434,-122.4703
3250,14th Ave & Taraval St,,,,37.74317,-122.47017
3251,14th Ave & Ulloa St,,,,37.7416,-122.47004
3252,14th Ave & Ulloa St,,,,37.74153,-122.47018
3253,14th St & Alpine Ter,,,,37.767296,-122.437213
3254,14th St & Church St,,,,37.767768,-122.429088
3255,14th St & Church St,,,,37.76767,-122.42913
3256,14th St & Castro St,,,,37.76738,-122.43584
3257,14th St & Castro St,,,,37.76728,-122.43578
3258,14th St & Noe St,,,,37.76751,-122.43327
3259,14th St & Noe St,,,,37.7674,-122.43356
3260,14th St & Sanchez St,,,,37.76767,-122.431105
3261,14th St & Sanchez St,,,,37.767536,-122.431277
3262,15th Ave & Noriega St,,,,37.75411,-122.47217
3263,15th Ave & Ortega St,,,,37.75268,-122.47206
3264,15th Ave & Pacheco St,,,,37.75081,-122.47196
3265,15th Ave & Quintara St,,,,37.74891,-122.47183
3266,15th Ave & Taraval St,,,,37.743124,-122.471297
3267,15th Ave & Taraval St,,,,37.742968,-122.471393
3270,15th Ave & West Portal Ave,,,,37.736387,-122.470381
3272,16th Ave & Lawton St,,,,37.75811,-122.47367
3273,16th Ave & Lawton St,,,,37.7593,-122.4737
3275,16th Ave & Lomita Ave,,,,37.75697,-122.47351
3276,16th Ave & Moraga St,,,,37.7563,-122.47361
3277,16th Ave & Moraga St,,,,37.75636,-122.47368
3278,16th Ave & Noriega St,,,,37.75425,-122.47321
3279,16th Ave & Ortega St,,,,37.7524,-122.47309
3280,16th Ave & Pacheco St,,,,37.75054,-122.47295
3281,16th St & Bryant St,,,,37.765658,-122.410294
3282,16th St & Bryant St,,,,37.765595,-122.410408
3283,16th St & Church St,,,,37.764579,-122.428523
3284,16th St & Dolores St,,,,37.764707,-122.426521
3285,16th St & Dolores St,,,,37.764609,-122.426292
3291,16th St & Mission St,,,,37.765152,-122.419611
3292,16th St & Mission St,,,,37.76502,-122.41928
3293,16th St & Mission St,,,,37.764983,-122.419835
3295,16th St & Potrero Ave,,,,37.7658,-122.407624
3296,16th St & Potrero Ave,,,,37.765764,-122.407612
3299,16th St & Shotwell St,,,,37.765218,-122.416048
3300,16th St & Valencia St,,,,37.764987,-122.421746
3301,16th St & Valencia St,,,,37.764849,-122.422056
3304,17th Ave & Rivera St,,,,37.74698,-122.47391
3305,17th Ave & Rivera St,,,,37.746745,-122.473707
3306,17th Ave & Santiago St,,,,37.74511,-122.47374
3307,17th St & Belvedere St,,,,37.76176,-122.44768
3309,17th St & Clayton St,,,,37.761854,-122.446702
3310,17th St & Cole St,,,,37.76168,-122.44898
3311,17th St & Castro St,,,,37.762576,-122.434979
3314,17th St & Diamond St,,,,37.762415,-122.437489
3318,17th St & Noe St,,,,37.762645,-122.432991
3322,18th St & Church St,,,,37.76137,-122.428195
3323,18th St & Church St,,,,37.761245,-122.428138
3325,18th St & Castro St,,,,37.760952,-122.435151
3326,18th St & Castro St,,,,37.760845,-122.434842
3327,18th St & Danvers St,,,,37.760355,-122.44354
3328,18th St & Danvers St,,,,37.76024,-122.44349
3329,18th St & Diamond St,,,,37.760702,-122.437294
3330,18th St & Dolores St,,,,37.761486,-122.426236
3331,18th St & Dolores St,,,,37.761388,-122.425927
3332,18th St & Eureka St,,,,37.760765,-122.438154
3333,18th St & Guerrero St,,,,37.761619,-122.423955
3334,18th St & Guerrero St,,,,37.761521,-122.423646
3335,18th St & Hattie St,,,,37.760586,-122.441087
3336,18th St & Hattie St,,,,37.760488,-122.440778
3338,18th St & Mission St,,,,37.761895,-122.419509
3339,18th St & Market St,,,,37.759792,-122.444445
3340,18th St & Noe St,,,,37.761094,-122.432688
3341,18th St & Noe St,,,,37.76096,-122.432905
3344,18th St & Sanchez St,,,,37.761228,-122.430464
3345,18th St & Sanchez St,,,,37.761094,-122.430682
3348,18th St & Valencia St,,,,37.761762,-122.421732
3349,18th St & Valencia St,,,,37.761663,-122.421423
3352,19th Ave & Buckingham Way,,,,37.725901,-122.475235
3354,19th Ave & Eucalyptus Dr,,,,37.730813,-122.475012
3355,19th Ave & Eucalyptus Dr,,,,37.7313,-122.474759
3356,19th Ave & Holloway Ave,,,,37.72111,-122.475302
3358,19th Ave & Holloway Ave,,,,37.721342,-122.475245
3359,19th Ave & Irving St,,,,37.76368,-122.47731
3360,19th Ave & Irving St,,,,37.76343,-122.47704
3361,19th Ave & Junipero Serra Blvd,,,,37.716889,-122.472275
3362,19th Ave & Junipero Serra Blvd,,,,37.71805,-122.47318
3363,19th Ave & Junipero Serra Blvd,,,,37.717323,-122.47297
3364,19th Ave & Judah St,,,,37.76177,-122.476955
3365,19th Ave & Judah St,,,,37.7614,-122.47711
3368,19th Ave & Lawton St,,,,37.758076,-122.476633
3369,19th Ave & Lawton St,,,,37.757889,-122.476782
3371,19th Ave & Lincoln Way,,,,37.765375,-122.477404
3374,19th Ave & Noriega St,,,,37.75432,-122.476368
3375,19th Ave & Noriega St,,,,37.75392,-122.47653
3376,19th Ave & Randolph St,,,,37.7162,-122.47167
3379,19th Ave & Ortega St,,,,37.75272,-122.47619
3380,19th Ave & Ortega St,,,,37.75206,-122.4764
3383,19th Ave & Quintara St,,,,37.74853,-122.4759
3384,19th Ave & Quintara St,,,,37.7483,-122.47614
3385,19th Ave & Randolph St,,,,37.714856,-122.470249
3387,19th Ave & Randolph St,,,,37.714443,-122.469998
3388,19th Ave & Rivera St,,,,37.747152,-122.475834
3389,19th Ave & Rivera St,,,,37.74647,-122.47601
3390,19th Ave & Sloat Blvd,,,,37.734556,-122.475203
3391,19th Ave & Sloat Blvd,,,,37.734717,-122.474974
3394,19th Ave & Taraval St,,,,37.74331,-122.47554
3395,19th Ave & Taraval St,,,,37.742586,-122.475737
3398,19th Ave & Vicente St,,,,37.739546,-122.47531
3399,19th Ave & Vicente St,,,,37.73901,-122.47553
3402,19th Ave & Winston Dr,,,,37.72719,-122.47468
3403,19th Ave & Winston Dr,,,,37.727017,-122.474937
3406,20th Av/Stonestown Mall,,,,37.729558,-122.475947
3408,20th Ave & Winston Dr,,,,37.726874,-122.475945
3409,20th Ave & Winston Dr,,,,37.72634,-122.47613
3410,20th St & 3rd St,,,,37.760536,-122.388707
3414,20th St & Collingwood St,,,,37.757677,-122.435966
3415,20th St & Eureka St,,,,37.757561,-122.437868
3424,21st St & Douglass St,,,,37.75536,-122.43901
3425,22nd Ave & Irving St,,,,37.763679,-122.480268
3426,22nd Ave & Judah St,,,,37.761457,-122.480106
3427,22nd Ave & Kirkham St,,,,37.759592,-122.47998
3428,22nd Ave & Lawton St,,,,37.757754,-122.479853
3429,22nd Ave & Lincoln Way,,,,37.765186,-122.480372
3430,22nd Ave & Moraga St,,,,37.755898,-122.479714
3431,22nd Ave & Noriega St,,,,37.754337,-122.479611
3435,22nd St & Iowa St,,,,37.757754,-122.392273
3436,22nd St & Minnesota St,,,,37.75787,-122.39008
3437,22nd St & Minnesota St,,,,37.757807,-122.390268
3439,22nd St & Iowa St,,,,37.757674,-122.392308
3441,23rd Ave & Irving St,,,,37.763134,-122.481482
3442,23rd Ave & Judah St,,,,37.761608,-122.481378
3443,23rd Ave & Kirkham St,,,,37.759735,-122.48124
3444,23rd Ave & Lawton St,,,,37.75787,-122.481113
3445,23rd Ave & Lincoln Way,,,,37.765026,-122.481609
3446,23rd Ave & Moraga St,,,,37.756014,-122.480986
3447,23rd Ave & Noriega St,,,,37.75414,-122.48086
3450,23rd St & Kansas St,,,,37.754448,-122.402668
3452,23rd St & Rhode Island St,,,,37.75451,-122.401694
3453,23rd St & Utah St,,,,37.75442,-122.40494
3454,23rd St & Utah St,,,,37.754298,-122.405304
3458,24th St & Bryant St,,,,37.752853,-122.409281
3459,24th St & Bryant St,,,,37.752755,-122.408971
3460,24th St & Church St,,,,37.751778,-122.427327
3461,24th St & Church St,,,,37.751644,-122.427545
3462,24th St & Castro St,,,,37.75136,-122.434248
3463,24th St & Castro St,,,,37.751262,-122.433939
3465,24th St & Diamond St,,,,37.751092,-122.436402
3466,24th St & Dolores St,,,,37.751903,-122.425311
3467,24th St & Dolores St,,,,37.751787,-122.425265
3468,24th St & Douglass St,,,,37.751102,-122.438361
3469,24th St & Folsom St,,,,37.75256,-122.414242
3470,24th St & Folsom St,,,,37.752462,-122.413933
3471,24th St & Guerrero St,,,,37.752045,-122.422767
3472,24th St & Guerrero St,,,,37.751911,-122.422985
3473,24th St & Harrison St,,,,37.752694,-122.412054
3474,24th St & Harrison St,,,,37.752587,-122.411744
3475,24th St & Hoffman Ave,,,,37.750977,-122.440504
3476,24th St & Mission St,,,,37.752321,-122.418333
3477,24th St & Mission St,,,,37.752178,-122.41855
3478,24th St & Noe St,,,,37.751511,-122.431773
3480,24th St & Potrero Ave,,,,37.75299,-122.40669
3481,24th St & Sanchez St,,,,37.751645,-122.42955
3482,24th St & Sanchez St,,,,37.751511,-122.429768
3483,24th St & South Van Ness Ave,,,,37.752445,-122.416156
3484,24th St & South Van Ness Ave,,,,37.752311,-122.416373
3485,24th St & Valencia St,,,,37.752178,-122.420556
3486,24th St & Valencia St,,,,37.752062,-122.42051
3489,25th Ave & Balboa St,,,,37.776419,-122.48456
3490,25th Ave & Balboa St,,,,37.776187,-122.484365
3491,25th Ave & California St,,,,37.784003,-122.485102
3492,25th Ave & California St,,,,37.783807,-122.48485
3495,25th Ave & Clement St,,,,37.782147,-122.484975
3496,25th Ave & Clement St,,,,37.781951,-122.484712
3497,25th Ave & El Camino Del Mar,,,,37.787536,-122.485139
3498,25th Ave & El Camino Del Mar,,,,37.787367,-122.485356
3499,25th Ave & Fulton St,,,,37.772689,-122.484295
3500,25th Ave & Geary Blvd,,,,37.780255,-122.484837
3501,25th Ave & Geary Blvd,,,,37.779925,-122.484619
3504,25th St & Connecticut St,,,,37.75236,-122.39634
3505,25th St & Connecticut St,,,,37.752242,-122.39662
3507,25th St & Dakota St,,,,37.7525,-122.394832
3510,25th St & Noe St,,,,37.749727,-122.431624
3511,25th St & Potrero Ave,,,,37.751407,-122.40668
3512,25th St & Wisconsin St,,,,37.75224,-122.39831
3513,Wisconsin St &  25th St,,,,37.752038,-122.398388
3514,26th St & Castro St,,,,37.74815,-122.43363
3516,26th St & De Haro St,,,,37.75086,-122.40015
3517,26th St & De Haro St,,,,37.750753,-122.400024
3520,26th St & Noe St,,,,37.74827,-122.43177
3521,26th St & Noe St,,,,37.748174,-122.431636
3522,26th St & Rhode Island St,,,,37.750718,-122.401124
3524,26th St & Wisconsin St,,,,37.75111,-122.39866
3525,29th Ave & Vicente St,,,,37.73896,-122.48611
3526,30th Ave & Quintara St,,,,37.74799,-122.4878
3527,30th Ave & Quintara St,,,,37.74808,-122.487926
3528,30th Ave & Rivera St,,,,37.74636,-122.4878
3529,30th Ave & Rivera St,,,,37.74616,-122.48767
3530,30th Ave & Santiago St,,,,37.74451,-122.48765
3531,30th Ave & Santiago St,,,,37.74427,-122.48756
3532,30th Ave & Taraval St,,,,37.742646,-122.487545
3533,30th Ave & Taraval St,,,,37.74241,-122.48743
3534,30th Ave & Ulloa St,,,,37.74077,-122.48739
3535,30th St & Church St,,,,37.742159,-122.426369
3536,30th St & Church St,,,,37.74204,-122.42676
3537,30th St & Dolores St,,,,37.742304,-122.424026
3538,30th St & Dolores St,,,,37.74217,-122.424457
3540,30th St & Mission St,,,,37.742408,-122.422037
3541,30th St & Mission St,,,,37.74231,-122.42217
3542,30th St & Noe St,,,,37.74188,-122.43079
3543,30th St & Sanchez St,,,,37.74202,-122.4286
3544,30th St & Sanchez St,,,,37.74191,-122.42902
3546,32nd Ave & California St,,,,37.783419,-122.492442
3547,32nd Ave & California St,,,,37.783429,-122.492553
3548,32nd Ave & Clement St,,,,37.781995,-122.492335
3549,32nd Ave & Clement St,,,,37.781802,-122.492425
3550,32nd Ave & Geary Blvd,,,,37.779939,-122.492296
3551,33rd Ave & Anza St,,,,37.777861,-122.493249
3552,33rd Ave & Anza St,,,,37.777692,-122.493077
3553,33rd Ave & Balboa St,,,,37.776032,-122.492973
3554,33rd Ave & Balboa St,,,,37.775997,-122.493133
3555,33rd Ave & Clement St,,,,37.781537,-122.493354
3556,33rd Ave & Clement St,,,,37.781502,-122.493515
3557,33rd Ave & Geary Blvd,,,,37.779815,-122.493227
3558,33rd Ave & Geary Blvd,,,,37.779815,-122.493388
3559,33rd Ave & Geary Blvd,,,,37.779548,-122.493215
3560,33rd Ave & Geary Blvd,,,,37.779566,-122.493376
3561,36th Ave & Lincoln Way,,,,37.764557,-122.495372
3562,37th Ave & Lincoln Way,,,,37.76436,-122.496621
3563,39th Ave & Quintara St,,,,37.747621,-122.497424
3564,39th Ave & Rivera St,,,,37.745962,-122.497308
3565,39th Ave & Rivera St,,,,37.74596,-122.49747
3566,42nd Ave & Clement St,,,,37.781087,-122.502994
3567,43rd Ave & Clement St,,,,37.781007,-122.504232
3568,43rd Ave & Point Lobos Ave,,,,37.779784,-122.504139
3570,45th Ave & Balboa St,,,,37.775242,-122.505798
3571,45th Ave & Balboa St,,,,37.775206,-122.505958
3572,45th Ave & Cabrillo St,,,,37.773573,-122.50567
3573,45th Ave & Cabrillo St,,,,37.773538,-122.505831
3574,46th Ave & Irving St,,,,37.762375,-122.506143
3575,46th Ave & Irving St,,,,37.762206,-122.505971
3576,46th Ave & Judah St,,,,37.760519,-122.506015
3577,46th Ave & Judah St,,,,37.760395,-122.505901
3578,46th Ave & Kirkham St,,,,37.758655,-122.505888
3579,46th Ave & Kirkham St,,,,37.758485,-122.505716
3580,46th Ave & Lawton St,,,,37.756781,-122.505749
3581,46th Ave & Lawton St,,,,37.756612,-122.505577
3582,46th Ave & Lincoln Way,,,,37.764035,-122.50611
3583,46th Ave & Lincoln Way,,,,37.764053,-122.50627
3584,46th Ave & Moraga St,,,,37.754925,-122.505621
3585,46th Ave & Moraga St,,,,37.754756,-122.505449
3586,46th Ave & Noriega St,,,,37.752829,-122.505322
3587,46th Ave & Noriega St,,,,37.752837,-122.505482
3588,46th Ave & Ortega St,,,,37.751187,-122.505366
3589,46th Ave & Ortega St,,,,37.751017,-122.505194
3590,46th Ave & Pacheco St,,,,37.749331,-122.505239
3591,46th Ave & Pacheco St,,,,37.749161,-122.505067
3592,46th Ave & Quintara St,,,,37.747457,-122.5051
3593,46th Ave & Quintara St,,,,37.747288,-122.504928
3594,46th Ave & Rivera St,,,,37.745592,-122.504973
3595,46th Ave & Rivera St,,,,37.745423,-122.504801
3596,46th Ave & Santiago St,,,,37.743737,-122.504834
3597,46th Ave & Santiago St,,,,37.743567,-122.504662
3598,46th Ave & Taraval St,,,,37.741854,-122.504706
3599,46th Ave & Taraval St,,,,37.741685,-122.504534
3600,46th Ave & Ulloa St,,,,37.739998,-122.504579
3601,46th Ave & Ulloa St,,,,37.739829,-122.504407
3602,46th Ave & Vicente St,,,,37.738142,-122.50444
3603,46th Ave & Vicente St,,,,37.737973,-122.504268
3604,46th Ave & Wawona St,,,,37.736108,-122.504141
3606,47th Ave & Wawona St,,,,37.736018,-122.505366
3608,48th Ave & Point Lobos Ave,,,,37.779023,-122.509411
3612,Cyril Magnin St & Market St,,,,37.784011,-122.40821
3613,46 Addison St,,,,37.737735,-122.431009
3614,164 Addison  St,,,,37.738172,-122.432807
3615,Addison St & Diamond Heights Blvd,,,,37.740037,-122.435716
3616,Addison  St & Digby St,,,,37.740001,-122.433609
3617,Addison  St & Farnum St,,,,37.740189,-122.434216
3618,Addison  St & Farnum St,,,,37.740055,-122.434433
3619,Alana Way & Thomas Mellon Cir,,,,37.709141,-122.393294
3621,Alemany Blvd & Arch St,,,,37.71163,-122.4669
3622,Alemany Blvd & Arch St,,,,37.711418,-122.46717
3628,Alemany Blvd & St Charles Ave,,,,37.710359,-122.469458
3630,Alemany Blvd & Victoria St,,,,37.71183,-122.46507
3631,Alemany Blvd & Victoria St,,,,37.711698,-122.465186
3641,Arch St & Alemany Blvd,,,,37.71166,-122.46711
3642,Arguello Blvd & Balboa St,,,,37.777075,-122.458645
3643,Arguello Blvd & California St,,,,37.785596,-122.459093
3644,Arguello Blvd & California St,,,,37.78556,-122.459254
3645,Arguello Blvd & Clement St,,,,37.783071,-122.45907
3647,Arguello Blvd & Euclid Ave,,,,37.78374,-122.458956
3648,Arguello Blvd & Fulton St,,,,37.774425,-122.458301
3649,Arguello Blvd & Geary Blvd,,,,37.781429,-122.458955
3650,Arguello Blvd & Geary Blvd,,,,37.781081,-122.45876
3651,Arguello Blvd & Turk St,,,,37.777477,-122.458519
3656,Ashbury St & Clifford Ter,,,,37.764281,-122.445946
3657,Ashbury St & Clifford Ter,,,,37.764298,-122.446095
3659,Ashbury St & Clayton St,,,,37.762978,-122.446805
3661,Ashbury St & Frederick St,,,,37.767154,-122.446278
3662,Ashbury St & Haight St,,,,37.769937,-122.446851
3663,Ashbury St & Piedmont St,,,,37.765298,-122.446072
3664,Ashbury St & Piedmont St,,,,37.765146,-122.445877
3665,Ashbury St & Waller St,,,,37.769161,-122.446851
3666,Ashbury St & Waller St,,,,37.76901,-122.446656
3670,Avenue B & Gateview Ave,,,,37.82695,-122.377402
3680,Avalon Ave & La Grande Ave,,,,37.72474,-122.42422
3681,Avalon Ave & La Grande Ave,,,,37.724867,-122.424128
3682,Avalon Ave & Peru Ave,,,,37.72508,-122.42342
3685,Bacon St & Girard St,,,,37.72744,-122.40451
3686,Bacon St & Girard St,,,,37.72732,-122.4047
3687,Bacon St & Goettingen St,,,,37.72691,-122.40648
3688,Bacon St & Goettingen St,,,,37.7268,-122.40667
3689,Beverly St & Garfield St,,,,37.719728,-122.471739
3690,Bernal Heights Blvd & Bradford St,,,,37.74183,-122.40978
3691,Bernal Heights Blvd & Powhattan Ave,,,,37.74151,-122.41067
3692,Blanken Ave & Tunnel Ave,,,,37.71202,-122.40068
3693,Bemis St & Addison  St,,,,37.737725,-122.429531
3694,Bosworth St & Elk St,,,,37.734871,-122.44007
3695,Bosworth St & Diamond St,,,,37.733595,-122.434011
3696,Bosworth St & Diamond St,,,,37.733488,-122.43408
3697,Bosworth St & Elk St,,,,37.735005,-122.440093
3698,Bosworth St & Lippard Ave,,,,37.733925,-122.435706
3699,Bosworth St & Lippard Ave,,,,37.733827,-122.43597
3700,Bosworth St & Marsily St,,,,37.733469,-122.42794
3701,Bosworth St & Milton St,,,,37.733487,-122.429326
3702,Bosworth St & Milton St,,,,37.733318,-122.42952
3703,Bosworth St & Mission St,,,,37.733719,-122.426702
3704,Bosworth St & Rotteck St,,,,37.733211,-122.431296
3705,Lincoln Blvd & Bowley St,,,,37.788465,-122.482617
3706,Bowley St & Lincoln Blvd,,,,37.792079,-122.481575
3708,Bradford St & Bernal Heights Blvd,,,,37.74201,-122.4094
3710,Bradford St & Esmeralda Ave,,,,37.742851,-122.409343
3712,Burnett Ave & Crestline Dr,,,,37.749121,-122.444938
3713,Burnett Ave & Dawnview Way,,,,37.748077,-122.445087
3715,Broad St & Capitol Ave,,,,37.713191,-122.458921
3716,Broad St & Capitol Ave,,,,37.713152,-122.459159
3717,Broad St & Orizaba Ave,,,,37.713178,-122.462331
3718,Broad St & Plymouth Ave,,,,37.713222,-122.455927
3719,Broad St & Plymouth Ave,,,,37.713161,-122.45618
3721,Bridge View Dr & Scotia Ave,,,,37.73184,-122.3994
3722,Bridge View Dr & Topeka Ave,,,,37.7332,-122.39769
